GPNMB BAP1
CYR61 POLA1
RIT2 HAP1
SRCAP BRCA1
CCR6 NPY
TRHDE SSTR2
CCR9 GPR37
KPNA5 SLC26A9
TRIM27 CD74
COL7A1 PTCH2
CNTN6 CAMK2N1
NUP62 PTEN
MRPL53 MAD2L2
RCAN3 EN1
STX2 PAX6
SYNCRIP CNN2
ELF5 APEX1
CSF1R UHRF1
RNF220 STAG3
MS4A2 TPX2
CFD CTSF
FSCN2 PAX6
OTOA PCBP1
EIF4EBP2 GXYLT1
DTYMK CD70
GNB3 GPR37
SCTR KCNK5
MYL6B AICDA
NR2E3 HOXD13
HLA-DMB NMD3
IBTK GNAT1
AQP4 LGI1
CLCN6 FOXJ3
BSG TRPV1
EPAS1 ERCC2
ADAM23 STAG3
OR10T2 CARF
CCDC28B PSMA8
TCEB2 SLC7A7
CDK6 PCNA
SECTM1 VIPR1
CMKLR1 COL2A1
DEFB4A NCF4
CDKN3 IFNW1
POLA1 TNF
SLC40A1 LZTR1
NDP CDC25A
CHMP4B PIP4K2C
CWC15 GPLD1
POU5F1 SP3
SSTR5 TSHR
RANBP9 KPNA3
AKAP9 SLC7A7
MIR199A2 BPY2C
ABCB9 MIR361
HRAS CXCR2
IGLV3-1 EEF2
OLFM4 KLF10
ZSWIM7 BRF1
SELE GAB1
GNE PCDHGB4
RHOU SPTY2D1
TTLL3 DSCAM
CRY1 ARNTL
CSH1 VPREB3
ALK ITM2B
GMFB NELL1
AP1G1 DHDH
SMARCB1 SMARCD1
NOTCH3 MBP
TMPRSS6 MMP12
ABCD2 CAPN7
LRP6 SNF8
SLC39A13 CALCOCO2
KRT9 CHD4
MAFG ADRA2C
GPR176 SYT5
OR8U1 POMT1
FGF11 NR2C2
TCF19 CEP162
KCNN3 SMPD1
MARK1 ATP1A3
SHOX CBFB
CPQ PREP
POLR2E TMF1
GCG TSPY1
HSPA5 PSEN1
NFE2 BRIP1
NAALAD2 MASTL
ATM RAD54L
SLC31A1 LRRC8E
ARVCF ADGRG1
ADRA1D GPR1
PIM1 BNIP3L
NF1 ADGRB1
TNIK CPLX2
FGF8 CDK13
CDK3 IGFBP4
HTR1E CCL2
EFNA3 EFNB2
CLK1 RBBP7
ACAA2 TBX3
LHCGR APOF
C17orf89 RND1
INHBA FGFBP1
GRIN2A HTR7
NGLY1 NRN1L
EHF STIL
ACSL6 ADGRG6
IL7R ACHE
SETX THAP1
OGDH XYLB
AK6 ARF6
FTH1 NF2
DHX33 CCT8L2
SNAPC5 CBFB
APLNR NPY4R
COX11 CENPC
TEN1 TAS2R41
ADRA2C IL36G
TTC8 MYH8
ATP1A4 SCNN1A
ARSF MED8
RANBP9 HMGA1
NEUROD2 PCDHA6
SSTR3 GDF5
MME CD70
FAM21C CST9
APLP1 NEURL1
HLA-G DCDC2
EP400 APOBEC3F
CIZ1 RBBP6
CLCNKA AAAS
KCNH4 IRF6
MCOLN2 AK9
ABCA3 ALB
CERS6 MICAL3
CLCN2 SLC39A14
PPP1R17 RPS6KA4
TINAG PCDHA11
MBD3 HOXA5
MMP25 SYNE1
SMARCD1 URI1
KIR2DS2 EXOC5
GAS1 PLAGL1
SH3BP1 OR4E2
OR6F1 FDXR
CDO1 SLC44A1
OST4 LIN52
USH1C CASP3
COL6A2 MAT2A
CHRM4 CDC16
GABPB1 UHRF1
SYT9 RHBG
CCR7 CACNA1A
EGR3 HILPDA
NSL1 FXYD3
CNGB1 DHRS3
SLC25A10 TMEM123
AKAP3 F2R
NMB STC2
USP33 UBE2D3
RASGRP1 BOLA2
CIB1 CCR8
NDP SSTR1
AIF1 BAP1
TNFSF10 GPR50
TNNC2 PTPN21
NLGN3 ADGRG1
TFG THY1
BORCS5 GFRA3
KLRA1P ASGR2
FKBP5 FXN
MAPK11 MKNK1
SLC25A13 ELP3
KIF1BP CCDC85B
AURKAIP1 USP49
BPNT1 TMOD2
CLK1 ADRB2
PPL HCN1
MCHR1 ALPL
ITLN1 MIEF2
MYO1E NDOR1
POU1F1 FGFBP1
BTNL3 ACAT2
GJA1 SLC20A2
WNT5B YAF2
MYOF AGPAT1
PASK TMEM147
FAT1 ACTN2
TFG ZDHHC17
MED6 RCL1
SLC4A2 PROM2
AGTR2 PPP1R15A
SENP8 GPR173
PABPC1 PIGU
MRPL48 SERPIND1
RIDA KIAA1462
OR5K3 H3F3C
RBPJL PADI4
NPFF TAAR5
PLK1 TGFBI
EFNB2 CXCL6
KCNN1 SLC1A3
MMP3 CASP3
ZAK CLCN1
ARHGEF1 TNFSF8
MYBPH IGLV2-23
CYP2A13 QSOX1
BBS1 LEO1
NKX2-2 SLC9B2
CDKN3 ING4
STAG2 GINS2
LILRB2 ITK
KHDRBS1 SYK
ADAM17 ECE2
ARIH2 INSL4
TNFRSF13B SERPINF1
MUC5AC OR9G1
SPANXA1 BRD2
TMED1 BMP4
TCF25 SH2D3A
SNRNP35 KIF4B
SLC27A5 USP35
LGI4 TKT
IFNAR1 TNF
BCAT1 BCAT2
EMP3 HNF4A
CDH10 ERAP2
FBXO22 ZNF385B
F2 PHEX
EVI5 BLZF1
PCDHB5 F2R
ADA PSMD12
METAP2 LIPT1
RAB27A NA
COMP MMP17
ZNF425 PNMT
GRB2 ASH1L
TREM1 YWHAE
RAB8B SERPINA3
PIK3CB UBE2V1
BNIP1 SGPL1
BAIAP2 PARD6B
GAS6 CBFA2T2
CNTN6 AOC3
IL32 ITGBL1
EXOC8 KIAA1161
GRIN3A BPIFA2
SLC43A2 IL5RA
RPL11 RPL22
ADCY7 SLC6A15
GJB2 ECE2
PTEN TP53I11
PLK1 CD74
PPARD STIL
HCRTR1 NPY
POU1F1 GNPAT
TRIM3 HES1
DHRS2 TMX3
SHISA5 GTF3C6
CTSB FBXO2
RHOC DUOX2
MMP2 XPNPEP1
PGF TNFSF4
KRTAP4-9 SSB
FOSB LENEP
KLK5 LAMB3
PCSK2 PTHLH
BCL6 VIP
PPP1R13B CCL23
INSL4 PRL
USP24 TMEM5
PPP6R3 SIGLEC7
ASB18 TMEM123
PAX2 PAX3
ADH7 SDHA
PLA2G2D IL9
HIPK1 SNAPC1
LAMA1 TMC8
NINL ZNF366
TPCN1 OR1J2
NDP TSHR
PTGER2 C3AR1
EIF3E SDK1
GJB7 USP21
RPL6 MMACHC
TACSTD2 IFITM1
SLC20A1 STX8
BIRC3 IL27RA
PAX3 POLR2G
PMS2 TRIM16
CPA3 ATG4C
PCDHB3 TAAR5
LHB OR2W1
CLIC4 ACVRL1
SRCAP STAT6
SAMD8 UNC5B
FFAR3 TAAR8
PDZK1 RAF1
RELA SUPT5H
MAGEA2 ARPC2
SPDYC BCL3
NR5A1 IL17A
MRPL46 RBM6
FLI1 NRP1
GFRA3 MRPL22
UBE2V2 HDAC9
IDH1 SLC5A2
IL1RAPL2 FGF21
CKLF KLF10
S100A9 CCL17
MYBBP1A LIMD1
SCML2 HOXB5
FPR2 CAPZA1
PDHA1 OR56A5
PCDHA6 CPNE6
GRM8 RDH5
FBXL6 MBTPS1
PHLDA3 WNT2B
IL7R SMAD9
CYC1 IBTK
ADRA1D GPR35
INSL4 CXCL11
MIR30C1 HEBP2
HTR1D CACNA1A
COTL1 BIN3
PIM1 REG1B
MARK1 NEK11
FSHR GPR17
RPL5 RPL7
MAGI1 CHST10
TRIT1 CYP2A13
COPS5 NFIX
TNFRSF9 POU1F1
FUT4 CERS3
SLC39A8 WBSCR22
NR5A1 GJB2
GML MATK
TBX1 HIRA
IKZF1 RFC5
TNFAIP6 FGFBP1
VCX PPP2R5A
LSAMP MSI1
MPO PSEN1
HSD3B7 RANBP9
FLT1 CDS1
HP TPK1
BUD31 MED27
RDH10 NDP
CDK7 EGFR
IFI35 OR5M9
CD93 MMP14
NRF1 TFAP2B
SLC30A8 WIZ
CXCL8 ROBO4
GLI2 SFTPB
MST1R IL32
CXCR2 CCL14
CSF3 IGF1R
FBXO22 SRRM1
CHUK CLTCL1
SDHB PPP4R2
LRRC41 MIR518D
ZHX3 PA2G4
POMT1 BST1
ARF6 TYRO3
DISP3 ACSF3
EYA4 CLTCL1
CLEC2D IL27RA
MYO18A JUN
EPHB3 CHST4
RPL38 MRPL12
CPQ ADAMTS4
ESRRB EXOC5
MMP25 PLA2G4E
TCIRG1 CPA2
CCL23 ZYX
ARID2 OR51V1
RPA3 MCM3AP
TRAPPC3 GDNF
THAP12 UMOD
TFCP2 BLZF1
CCL24 VIPR2
STIP1 SMAD7
DISC1 GPHB5
ARIH2 ENDOU
CDX2 ECD
KRT28 LIPE
SLIT1 KPTN
CRYZ RPGR
XRCC2 XRCC3
ANXA6 ATP6V0B
RHBDL1 SH2D3C
AGTR2 PPP2R2A
GABRR1 DRD4
SCN5A F2RL2
SLC4A2 RIMS1
FGF13 ST8SIA2
MIR181D CLEC4C
ANKRD11 OARD1
CXCR6 TAS2R1
THEG PROK2
ZNF354A MED26
A1BG DHTKD1
GATSL3 OST4
TMEM198 HPSE2
PDCD11 RPL23A
DES SCN7A
PTHLH CNOT8
CRMP1 FGF12
SYNE3 FKBP1A
CTNND2 ARF6
TTC7B HNRNPC
OR10A7 IGLC6
CYP19A1 SYNE3
TPX2 TSPY1
USP21 SKA2
CXCR3 RS1
PHEX TSHR
GABRB1 PSMD13
AOC1 NDUFV1
MYO5A MIR181B2
SUGP1 TRPM6
POMT1 FLRT2
DNPEP MIR361
CHRNA4 CRMP1
CLK1 NRDC
CKLF FZD3
RHAG PDCD11
UGT2B28 FASN
NFATC1 CTNNB1
CRYGD DDX19B
SH3PXD2B NUDT21
GHR EFEMP1
GLIPR1 SGCZ
FPR2 PSTPIP1
CTSS CNNM2
FAT1 SIRPG
EXOSC8 RRP8
PTEN CNOT8
PYY CCL22
ADAMTS9 TP53
ASGR2 SAG
EFR3B SUN1
MAP3K7 ACVR1
CELA3B LYPD3
CEBPA ATPIF1
DNM1L TFAP4
CDK2 TTK
GZMB CXCR4
MTTP GFRA2
RPS3A STK17B
SLC7A2 SLC7A6
CCL27 TNFRSF4
YKT6 BAIAP2L1
KIF15 REG1B
ABHD12 CNOT1
GALNT7 DEFB4A
ASNS HEXA
SLC25A17 GJB2
PRDX1 CBFA2T2
ARAP1 NFIL3
GALNT13 ADIPOR2
IRF6 AKAP3
CNPY4 ATP6V1H
FTH1 IGFBP4
ACAD8 LRRC6
MMP15 PDE12
CEPT1 ERCC2
DHDH TRIB3
TMEM8B PPFIA2
CDH12 ZDHHC8
AHR NR5A2
MAP3K9 NEUROG1
KIR2DL3 ARHGDIB
DIS3L PHPT1
PCDH1 PCDHA6
SEMA3C CCR9
NFATC2 RPL6
PRKCE TNFSF8
DFNB31 PARVA
FMO3 IZUMO1
RANBP9 PPP2R1A
ARSA KIF5B
DTX1 BTF3
NEUROG1 SOX12
PLD4 PFKFB2
PEPD GMFB
DDX3X CSNK2B
NECTIN3 SP7
OR4E1 EIF3K
LTB4R DPP8
SF3A3 RP9
CCL26 CYBB
PARP1 CARD10
MTPN ITGA3
RRP7A OR5P2
SLC4A5 OR4D11
TCP1 MARVELD2
CNTN6 APC
FERMT2 HAUS4
SNAPC5 BATF3
ARHGAP28 SOCS4
ELF3 ETV1
P3H4 MAP3K2
NUDT21 SFPQ
NFYC DHX16
CALCOCO2 CWC15
LILRB2 CD2
CYP2D6 XPNPEP1
UNC13B AQP6
VPS36 GPLD1
PYY EVI5
CD96 PMPCA
TARDBP STAT1
OR6S1 ITGA3
BNIP2 BRAF
RAB32 GJC1
CASP14 LAMC2
VPS16 NLRC3
CXCL6 SRD5A2
TBX3 SMARCA5
ADCY7 PCBD1
VCAN MMP11
DNAJB4 PDCL
NFATC1 CREB5
MTCP1 CDC25B
GCA OTOF
IL32 CHST10
AMFR CCL4
KIF4B FAH
BOD1L1 IL23R
SCFD1 DDX4
TFCP2L1 MAGEA2
PPFIBP1 MAGI1
MYL6 GLIPR1
NAA11 UBA2
CARHSP1 STYXL1
CALY PLP1
TAF9 RUNX3
CEBPB COPS2
RRH USH2A
EN1 COL1A1
P2RY2 RASL10A
LACTB RAP2C
TIMM13 KCNE1
LHX1 ABLIM1
CDK5 CDC16
KCND2 OPRK1
CCL27 KPNA5
TRIM29 HSF2
FGFR4 FLT1
ZNF425 GINS3
NPY SCG2
SFRP4 OR8H1
LY6D PSTPIP1
NANOG CDC27
ERAP2 ACVRL1
DNAJC4 PRMT7
AQP4 SHOX2
DFNA5 EYA1
GPR75 GHSR
CCL3 CCL18
ADH4 ALDH9A1
LYVE1 CXCL8
BRD4 WWP2
BRF2 FGD4
ADA IL13
HSF2 STAT1
PACSIN1 COX11
MEF2A SRI
ITGA5 FEZ1
CSF1R KRT16
ANGPTL4 AGGF1
SKAP2 VAPB
ACAT2 CH25H
STX2 FGF16
TUBGCP2 WASL
PCNA TNFRSF17
OPN3 GPR19
LIAS MXRA5
ADGRB1 PRKRA
ARHGDIA ACVRL1
ADAT2 CNPY3
GPR42 AKAP12
EYA4 RPGR
BPTF TCF25
LAMC1 VTN
IFNGR1 URI1
PAX5 GNPAT
CSH1 DNPH1
TAAR6 HTR5A
IVL ADCYAP1
MLLT3 GPR78
AGTR2 EPHA5
IFI30 ANGEL2
IFNB1 STAT1
MLKL LAMC2
KRT79 LTA4H
HS3ST5 ACSM2B
HTT PITX2
SEMA3F MAD2L2
RHOU DUSP1
USP43 OR1I1
JOSD2 NBPF3
OR4C6 TUBB2B
TACSTD2 CKLF
HNRNPK HPSE
RNF5 SLC9A6
ITGA3 RPS27L
GPSM2 CCL17
KCNMA1 SLC6A2
DPYSL4 AZU1
MCF2L STIM2
SLC39A2 CTSV
C1QB DLX1
GREM1 BST1
CRB1 GDF5
CDK6 TALDO1
MYO1A AGRN
OR5V1 NCKAP1
ACKR4 RAG1
OR4D11 LAPTM4B
CIB1 PCDHB6
IFITM2 C1QBP
UTP20 BTG1
CACNG8 GREM1
NCL NUDT19
KIAA1033 BLID
GPC5 LYPD8
CRIM1 ST8SIA4
MYLIP PCDHA6
SETMAR FGFR4
ELFN2 ERCC6L2
NKX6-3 PAPD5
KRT78 AIPL1
CDK17 SRPK1
SLC15A2 UNC13A
AWAT2 RAPGEF1
TNFSF10 TNFSF18
SHOX CLEC3B
FBXL16 DBT
SUFU CASP8
ABI1 ETS1
ADRA2C FGF12
ADORA1 CNTN4
DISC1 VPS28
CCR3 CCL18
PAFAH1B3 ST8SIA2
GJB1 DPYSL5
AHNAK CNPY3
ETV1 MAF
COL3A1 NPY4R
FGR ABCE1
NUDT11 SCAMP5
PPEF2 CLEC9A
IDUA SEPT6
KRTAP21-2 NA
GAGE1 TRAT1
VCAN AGGF1
KCNA3 KCNC4
GAL METTL1
ST6GALNAC2 PRKD3
POLR3A DDX4
TCF25 OR1J1
BNIPL IRF2BPL
SUN1 IGLV3-25
IMP3 ZNF366
NFE2L1 CREB5
ARF6 ATP2A2
EPS15 AREG
SPEN SUCNR1
CGREF1 GML
PRPF8 SRSF7
MSL3 GCNT2
CCR8 ITGA11
MAX NFRKB
TROAP SEMA5A
TOB2 FGFBP1
KRT7 ABCC6
NXF3 GABBR1
DLAT MRPS14
RARG RREB1
IL24 ING4
ADRA2A GPR19
IGHG2 RHOQ
CDKN1A THAP12
USP51 BAK1
SLC25A12 SLC25A14
RORB TRAPPC2
USH2A FEZ1
MAPKAP1 OR2AP1
LMO1 MCL1
CDK6 POLR3D
GALNT11 ADORA2B
SLC17A1 SLC34A1
AOAH RASGRP3
BRCC3 CLP1
NCBP1 SNRPD1
FNTA GDF9
PRPH2 SIX3
ERCC8 IGF1R
PBX3 EXT1
HRAS APLP1
MTRNR2L5 PGC
LEFTY2 CHST13
APBA2 SEMA5A
HSPA9 BCL2A1
ATP8A2 APOA4
SPANXA1 MYLK
HIPK3 DHCR24
LCE1D NTS
OR51B5 AGTR1
C19orf66 SH3BP4
HTT IL1B
SCUBE3 ADCY5
GDF11 ADAMTS4
NCF4 OPRK1
UGT1A1 DCTN1
LRRC8A HTRA4
GLI2 PPIL2
FAT1 CDHR2
GCG TMEM127
CCR5 TRH
RCAN1 AK7
NUDT4 TACSTD2
MID2 OR2J1
MLN S1PR4
PTAFR TPRA1
GH1 GAB1
SIX2 GEMIN6
ACOT12 MRPL55
SEMA3C ABCG2
ISLR ARVCF
COL16A1 LIN7C
EMP3 CXCL8
ZDHHC5 NDUFS3
RNF182 CSNK1E
CDK9 TRAIP
CCL25 S1PR4
SP4 BLZF1
MSL3 ARHGDIB
INCENP MAGEA1
MAU2 MARCH6
OR2M3 OR2A25
ALOX12B TGM5
ACSL3 KCNA3
POLD1 NCOA7
PCSK9 NGFR
FRAT2 GCLM
SPP2 CALCA
EYA3 WNT2B
SACS TRIM39
SRPX2 NR5A1
CUL9 CELF1
PPP1R13B BNIP3L
P2RX1 SLC37A2
GJA1 PCSK2
MLC1 CLSPN
OTUD1 HACD3
STK3 NEK11
KCNF1 HSPE1
IFNLR1 RPL10A
SPINT2 KRT86
RABL2B PCBP2
CHRNG UTRN
CARD10 DNAJC19
TRIM27 UBE2V2
CDO1 S1PR3
TRIM13 LZTR1
STAB1 GJB1
PTGER3 SCTR
HEYL FGF17
GRM7 HCRTR1
HCRTR1 KRTAP15-1
KRTAP5-11 APOBEC2
UPK1A SIRPB1
ABCB8 GJA8
PMF1 FEV
ADORA2B MIR23A
SF3A3 SFPQ
CNTFR ST8SIA2
GPR45 NEUROD2
CRYBB3 TYR
SLC35D1 MMP10
DDX41 CXCR4
KLF3 RBBP7
MYO5A HSD17B3
FARP1 LSM8
PLAGL1 INSC
ARVCF CCL4
PDCD7 YWHAG
INHA SH3BP1
TGFB2 FGF16
BEX3 MITD1
APRT E2F2
TCIRG1 CRB2
DNM1L CDK2
IL9 S100A8
INHBA CCL20
BHMT B4GALNT1
GSS LSAMP
LRCH4 NDP
INIP CSE1L
LHB SRD5A2
F2 LEFTY2
SKA3 TUBB8
MEFV BCL6
ITGA9 DDR2
TRDN CRYAB
CHKA MGST3
PAX3 CCL2
MSL3 ZFP36
PSMB10 CCL2
CARHSP1 KRTAP6-2
S1PR3 SSR1
MIR873 HOMER2
KIF15 CTDSP2
ABCB8 POLR2E
OXA1L SLC9A3R1
TMED7 CHADL
NOP2 CCL14
CHRM4 FSCN1
TRMT10C MSL1
EDNRA P2RY4
HDLBP IGLV2-23
INHBA PGF
CDO1 RPS2
FCGR1A APOB
FCGR3A IL32
XIAP ARAF
TXNL4A NDP
ABCC6 LCK
SGF29 OR10S1
MYBPC3 TNNI3
SLC22A2 USP39
GPNMB UMOD
AGTR1 P2RY6
NEUROG1 NRGN
ATP6V1G3 SMARCD2
HTATSF1 HOXC5
RFFL GRK7
CDK2 ITGB7
KCNG1 ASGR2
ISPD TMEM5
TAS2R5 FCGR1B
LCK DPF1
C5AR1 APLN
EMILIN1 ITGA5
ARHGAP1 PDK1
FTL FXN
KCNE1 ELF3
CTNND1 PTPRF
CYP27C1 IL13RA1
KRT35 OR2T34
TSHB WISP1
KLRA1P NR4A2
MGST3 BCL2L10
AKAP3 ANXA1
PRG4 PDZK1
FSHR BMP15
SIRPG WARS
GJB2 ALDH7A1
F2RL2 CHMP4A
EXOC5 CGRRF1
SLC17A8 GUCY1B3
GPR12 GPR35
NKX3-2 TRAPPC2
HTR1E PLP1
ANAPC2 PDE1A
CNEP1R1 CTNNA2
FGF9 FAN1
BAK1 EI24
GNAT1 GUCA1A
PRRT2 PLEKHO2
IDE MMP3
IKBIP PRKCE
DDIT3 PPP1R15A
SMYD1 HIST1H2BD
ADAP1 TDP2
OTUD6A TACR1
MSI1 PCDHAC1
RAB21 RAB43
LSM1 GNAT2
COPS5 AFF4
COPZ1 GUCA1B
NFIX POLR2G
RIDA DYNLRB2
FGF8 NFE2
OR2T12 ATP8A1
RIPK3 CREBZF
FABP4 ECE1
RNF217 CAP2
CD300C DCDC2
MRPL28 CDCA8
HNRNPC DHX16
CIITA ZEB1
NME2 NLGN3
KLHDC3 OR8B8
CCL20 RIPK2
CLEC3A ALDH1A1
ATOH1 NCOR1
RGS14 PLCE1
FGF13 MEF2C
VPREB1 ACE
SAMD9 CEBPE
HEXIM2 ORC2
RASGEF1A MCOLN2
FAM92A1 C3AR1
HSPA5 MPO
FBXO2 FURIN
ANXA11 CCL23
MMP17 PDZD8
CCL3 CCL19
OAZ2 HOXC5
DAOA NINJ2
SIRPA KRT4
SIAH3 CISD2
EPHA6 HSPB6
UBE2V2 CD74
COL4A3 PRKD1
PROCR AADAT
CDX1 HAUS1
AHR CALR
PRDX1 TNFSF8
ACTR3 GCGR
HOXD13 MRPS17
TNFRSF13B KLRB1
DTYMK PAIP2
NEK11 ACTR2
C4orf27 FABP1
SDR16C5 PDK1
POR OR51B5
NGEF HAS2
GCA GC
ANAPC2 ANAPC5
PRDX1 CDC16
SLC24A2 EPAS1
EXTL1 SLC35F6
SYK SLC7A6
ADORA1 GHRH
PTP4A3 INSL3
TREM1 LAX1
VTI1B CHMP1A
KRTAP19-5 FOXN3
CEBPA TGFB1I1
HCN1 POGZ
MUSK PIM1
FAM170A LSP1
DNAH9 CXCL8
SSTR1 CDC7
TIMM17A XPA
CNGA1 ABLIM1
HTT BRAF
LMAN1 PROS1
GSR PAFAH1B3
HTR1B HOMER1
KRTAP24-1 IDO2
CDH8 CDH17
KRT23 PRR16
GLYAT SCN2B
NR4A2 MAPK11
PRDM4 POLA1
B4GALNT1 TIAM2
ARHGDIA NPY
EVC PAX1
NFE2L1 KLF5
APLF PRKAA2
POMT1 ADAMTS9
FMO3 GOPC
MIR134 NPW
KCNK7 KCNJ11
PCDHB3 AOC3
DAPK2 TRADD
VTI1B LRP1
IGKV1-16 ATP6V1C2
MIR514A2 CHRNA7
SENP5 IFT122
STT3B BLNK
CHFR KNTC1
EHF BEX3
LIAS GALNT18
BLID ARPC3
FAS MNAT1
TAS2R13 EXPH5
MAEA ARHGAP5
EDC4 ZDHHC5
FERMT2 ABI1
CHRM2 SOX3
PRPSAP1 AGER
MTCP1 BCAT1
CCL14 SF3B3
EGR2 BPTF
GHSR CXCR4
KLRC4-KLRK1 ZAK
TMPRSS11E MIR301B
FRMPD1 PRR5
C2orf49 CNTROB
BPIFA1 RAB35
ITGB1 TMEM230
DPPA4 GPR35
EXT2 CHPF2
NPFFR2 GPR6
HSPB6 MKI67
HCAR1 ZBTB1
BLOC1S5 MARVELD2
OR5I1 ATP11B
APPBP2 KDELR2
RPGRIP1L HSPA2
KIF1BP CHST15
EPAS1 KDM5A
FBN1 MSX2
CSF3 FGF2
WFIKKN1 ELK1
POMT1 DUSP22
SEMA4F WISP3
CSNK1E POLE2
EYA3 TULP1
RAB10 PAH
MIR134 NRGN
CXCL8 KLF4
SNX18 GALC
REEP3 SLC18A2
TBK1 MARCH6
NAMPT TFAP2C
RBBP6 SRPK1
TIMM10 ATP6V0A4
DGAT2L7P MTERF4
GNRHR2 LSM3
PFN1 CACNG2
CDK9 TCF19
MATK MKI67
POMC TRH
TBCC ENDOG
ATP2A2 KLK7
KRR1 TCEAL7
NEB NAXE
TCAP STK16
TAF6L MYL6
GATA6 ACHE
AMZ1 ROBO4
EFNB3 SEMA5A
VPS8 SLC9B2
NDUFV2 CYP2B6
GPR182 ISG20
COX17 NOLC1
RHOBTB2 PPEF1
TNFRSF13B EFR3B
B3GNT8 CHN1
PIGN MBOAT4
DIS3 FOXJ3
BATF3 SNAPC3
IGF2BP3 HOXA4
OPRM1 TP53I11
DHRSX FGF8
MECR AP3M1
NDP POMC
OR2Y1 CSNK1D
RAMP2 LRP2
LMO1 LEFTY2
CORIN ACSM1
DNAJC19 HIST1H4B
MYOC LTC4S
AOAH SELE
HOXB2 SERPING1
KCNG2 TPM1
RASGRP3 GPC1
PLBD1 METTL21A
MOSPD2 WARS
REG1B CBFA2T2
ALDH3A1 DEFB4A
ATP1A3 BECN2
TMEM127 TNFRSF13B
CCL5 ACTG1
BPNT1 FGF2
SOD1 CACNA1A
DOK4 EMILIN1
RAF1 RBBP7
NOTCH2 SP100
ELAVL1 TSC22D3
GTF2E2 SLC11A2
ARL5A AHCY
FSHR CDY2A
ALDH3A2 SCNN1A
AWAT2 USP46
TOB2 NF2
HTR3E STMN3
IL12RB2 HEYL
RPS6KA2 PPP1R15A
HOXA11 CYR61
GPNMB SIRPG
FAT1 TSHR
SLC4A3 ARL4C
BEX3 HOXC6
B4GALT1 PI4KA
CDK7 CCNE2
CDH2 RS1
ZNF443 COL4A3
HIRIP3 SLC9A6
APOA1 APOA4
BCCIP CDC6
NDUFB8 MYOD1
ADH1B TNKS2
CD160 DTYMK
MRGPRX2 NR2C1
DHCR24 NTSR1
CYR61 CDC27
GPD2 GSR
MME FURIN
AKR1A1 MMS19
MED1 SIGLEC14
GCG MAP3K11
OPCML SELPLG
NPFFR2 GPR19
IL13RA1 MRPL10
HLA-E NIPA1
NR5A1 IL15
LCMT1 TTLL10
CNIH1 ATP6V0A2
STXBP4 CELA2A
LUM COL5A2
BRD8 MED30
NEK1 CDK7
APBA2 AQP4
F2R DGKH
LRP1B WHAMM
DES TFAP2C
PAFAH1B3 FGF17
UBXN10 RCL1
CTSV PACSIN1
KRT85 LAMC2
CHRNA4 VEGFA
NTSR1 AVPR1B
GCG CCL23
SP4 FOXN1
FAM73A MPHOSPH10
NBEAL2 MYEOV2
PLXNA1 RBBP7
CRIM1 SLIT2
ADAP1 IFITM1
AGER RELA
HAX1 PAK6
AIF1 KLF11
FUT4 ROBO4
TMOD2 ESYT1
TAS2R7 IFNL1
NNAT SIX3
GNB3 CXCR4
SLC5A11 CTDNEP1
CST1 GPKOW
GPX1 FSCN2
FTH1 HLA-DRB3
KLRC2 CD5L
EZH2 ZNF35
MXD4 NME2
USP21 CRYAA
NR2E3 GNAT1
GDE1 MSL3
DSC2 CXCR3
CDKAL1 INTS6
LAMP2 MGP
OR52E2 CENPK
PTPRU PCDHB6
CCR9 HRAS
ITGB7 TYRO3
DPF1 TNFSF8
FRK BAP1
FBXL3 NOXO1
LTB4R IL17A
FDX1 PURA
PARP3 RAD54L
NTSR2 PDPN
ZDHHC13 RBPJL
IL24 RAF1
NDUFS7 DIMT1
CTBP2 COL18A1
GNAO1 DMTN
MLKL USP39
PTGER1 C3AR1
MRPL28 CEBPG
GTF2B ATOH1
FANCG BOP1
LIMK1 ITM2B
GNA12 GNB3
ANKLE1 MTHFD2
KRTAP10-6 KAT2A
GADD45G POLI
CDS1 ALDH3A2
COL4A4 AGPAT5
CRAT MAPK12
EN1 POMT1
MOV10 DHRSX
UBE2S MIR15A
LRRC7 DPYD
GDF10 NPR3
HRH2 IRF8
ERBB4 HMGB3
FCGR1A ETNK2
VIPR2 TNFSF18
PLA2G2D CXCL8
SCLY FGFR4
OR6P1 ABCD1
CYP1A2 SNTG2
MRPL28 MIR199A1
FGFR4 KCNJ14
COPS5 RPL37
RNF183 ZFHX3
IL13 LSP1
NPY1R MIR222
POMT1 ALDH2
OR2D2 NDUFAF3
KRTAP12-4 ASPRV1
PAK6 LRWD1
OR13J1 IGHA2
NPM2 RBBP4
GABRA1 ICAM3
PBX3 GPC1
ZNF263 CNBP
IL10 AKAP3
GATA3 INHBA
ABI1 WARS
ELF2 HIRA
CLASP2 RYK
PA2G4 SYK
KCNJ12 MTRR
ERN2 EI24
CNTN6 ADGRB1
EGF PTN
PMPCA NAPSA
LIAS AK9
OR6F1 CTDNEP1
MCOLN2 DIAPH2
KIF5C NOMO2
SDK1 ADI1
MMP13 ADAMTS4
CHSY3 IFRD1
GSTP1 MUC5AC
CHST4 AKAP3
PCDHB3 SELL
ALDH2 POLR3K
GUCA1B COX11
GPNMB HTR2A
GDF5 GDF15
NSMCE1 CD209
BNIPL EIF2AK2
SLC5A12 FAM3A
ARSH SIRT2
LGI4 NDUFA2
FBP1 CSTF2T
